Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
-0.100000000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.000000000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.800256500000000, 0, 1, 1, 1, 1, 1, 1, 1
4.801540250000000, 1, 1, 1, 1, 1, 1, 1, 1
5.601796750000000, 0, 1, 1, 1, 1, 1, 1, 1
